latitude,longitude,crime_type,crime_severity,date,time,hour,area,lighting_score,cctv_score,crowd_density,police_proximity,is_night
12.958491,77.5806,Cybercrime,3.8,2023-11-17,10:58,10,Majestic,0.47,0.56,0.3,0.23,0
12.955467,77.528208,Vehicle Theft,5.2,2023-10-30,01:37,1,Random Spread,0.24,0.33,0.44,0.85,1
12.976813,77.574149,Cybercrime,4.0,2024-05-15,21:21,21,Majestic,0.97,0.64,0.54,0.25,1
12.899509,77.597138,Assault,7.0,2024-07-09,01:34,1,Bannerghatta Road,0.99,0.96,0.57,0.86,1
12.914777,77.612426,Chain Snatching,6.3,2024-02-27,21:03,21,BTM Layout,0.22,0.63,0.16,0.24,1
12.916009,77.601949,Eve Teasing,5.5,2024-11-13,20:03,20,BTM Layout,0.94,0.91,0.69,0.11,1
12.982706,77.651891,Drug Offense,6.6,2023-10-09,20:01,20,Marathahalli,0.58,0.29,0.55,0.73,1
12.955137,77.591326,Pickpocketing,4.8,2024-06-20,05:06,5,Koramangala,0.23,0.19,0.57,0.83,1
12.920848,77.606278,Vehicle Theft,5.9,2024-04-15,02:23,2,BTM Layout,0.61,0.99,0.3,0.72,1
12.906095,77.572911,Chain Snatching,4.1,2024-02-20,20:48,20,Jayanagar,0.44,0.55,0.15,0.11,1
12.966534,77.640226,Robbery,8.4,2024-08-02,00:41,0,Indiranagar,0.98,0.97,0.91,0.93,1
12.930535,77.629173,Eve Teasing,5.3,2023-10-05,23:56,23,BTM Layout,0.14,0.07,0.93,0.91,1
12.96412,77.55819,Vandalism,3.7,2023-01-17,05:59,5,Majestic,0.97,0.59,0.78,0.74,1
12.964257,77.648051,Pickpocketing,3.7,2024-08-03,09:10,9,Indiranagar,0.85,0.39,0.91,0.4,0
12.96669,77.637991,Robbery,6.2,2023-12-21,22:46,22,Indiranagar,0.15,0.44,0.85,0.41,1
12.993953,77.60372,Vandalism,2.7,2024-10-11,12:49,12,Shivajinagar,0.35,0.99,0.54,0.42,0
12.871542,77.644087,Pickpocketing,4.0,2023-03-29,19:37,19,Electronic City,0.79,0.3,0.32,0.17,0
12.925397,77.605457,Vehicle Theft,4.2,2024-01-05,22:47,22,BTM Layout,0.2,0.01,0.38,0.42,1
12.946744,77.603064,Vehicle Theft,4.3,2024-07-24,21:11,21,Majestic,0.6,0.41,0.12,0.42,1
12.987205,77.566037,Chain Snatching,6.6,2023-01-13,21:20,21,Rajajinagar,0.36,0.39,0.18,0.91,1
13.002421,77.572957,Eve Teasing,4.5,2023-05-23,19:43,19,Shivajinagar,0.34,0.27,0.23,0.25,0
12.966074,77.622067,Vehicle Theft,3.2,2023-09-15,00:50,0,Shivajinagar,0.95,0.72,0.55,0.66,1
12.929291,77.687836,Cybercrime,6.8,2023-12-07,09:00,9,Marathahalli,0.86,0.38,0.88,0.5,0
12.918171,77.589388,Pickpocketing,2.4,2023-11-25,20:38,20,Jayanagar,0.64,0.7,0.53,0.26,1
13.115177,77.595936,Pickpocketing,4.1,2024-05-17,09:47,9,Yelahanka,0.97,0.78,0.39,0.35,0
12.963255,77.748875,Pickpocketing,3.8,2024-07-12,18:12,18,Whitefield,0.26,0.77,0.12,0.75,0
13.014173,77.606912,Eve Teasing,5.8,2024-02-23,20:53,20,Shivajinagar,0.71,0.14,0.37,0.33,1
12.986392,77.594924,Robbery,7.3,2024-09-04,12:04,12,Shivajinagar,0.53,0.4,0.56,0.93,0
12.894293,77.600649,Pickpocketing,4.7,2024-07-03,10:44,10,Random Spread,0.63,0.91,0.2,0.32,0
12.986742,77.583803,Assault,7.3,2024-10-22,00:02,0,Shivajinagar,0.71,0.4,0.78,0.97,1
13.012078,77.607546,Pickpocketing,2.7,2024-06-15,08:16,8,Shivajinagar,0.6,0.69,0.3,0.44,0
12.849296,77.675923,Cybercrime,5.0,2023-12-20,18:44,18,Electronic City,1.0,0.48,0.37,0.93,0
12.884244,77.605154,Chain Snatching,5.0,2023-12-18,20:09,20,Bannerghatta Road,0.51,0.21,0.53,0.53,1
12.970069,77.535765,Cybercrime,3.3,2023-02-15,14:20,14,Rajajinagar,0.83,0.12,0.86,0.68,0
12.953184,77.700475,Robbery,7.5,2024-07-19,23:15,23,Marathahalli,0.24,0.56,0.96,0.31,1
12.890127,77.5764,Pickpocketing,4.0,2024-02-10,09:40,9,Bannerghatta Road,0.13,0.61,0.28,0.63,0
13.002778,77.585127,Pickpocketing,2.8,2024-12-21,09:13,9,Shivajinagar,0.83,0.06,0.19,0.88,0
12.955158,77.611521,Robbery,6.3,2024-11-17,22:29,22,Chickpet,0.88,0.53,0.68,0.64,1
12.972934,77.643707,Vandalism,2.7,2024-04-13,22:22,22,Indiranagar,0.66,0.81,0.74,0.37,1
12.975941,77.599208,Vandalism,2.6,2023-09-02,03:08,3,Shivajinagar,0.37,0.18,0.72,0.56,1
12.908167,77.640294,Pickpocketing,3.3,2024-05-13,18:24,18,Koramangala,0.67,0.69,0.68,1.0,0
12.96917,77.781774,Drug Offense,5.6,2024-04-06,00:08,0,Whitefield,0.66,0.87,0.96,0.54,1
12.949789,77.635595,Eve Teasing,5.6,2024-02-23,17:32,17,Indiranagar,0.72,0.42,0.86,0.54,0
12.855319,77.675761,Chain Snatching,4.7,2023-02-03,21:48,21,Electronic City,0.35,0.54,0.25,0.51,1
12.95932,77.613518,Cybercrime,3.5,2024-07-10,03:36,3,Shivajinagar,0.84,0.37,0.84,0.14,1
12.97546,77.582472,Cybercrime,5.9,2024-10-31,13:06,13,Majestic,0.78,0.3,1.0,0.5,0
12.932469,77.611894,Assault,8.5,2023-05-01,02:28,2,BTM Layout,0.8,0.24,0.83,0.63,1
13.044197,77.613212,Assault,6.7,2024-09-22,19:40,19,Hebbal,0.23,0.21,0.29,0.15,0
12.965248,77.650061,Assault,5.7,2024-12-21,00:34,0,Indiranagar,0.36,0.57,0.96,0.56,1
12.942074,77.627823,Chain Snatching,5.2,2023-03-02,21:50,21,Koramangala,0.99,0.87,0.21,0.88,1
12.928777,77.612108,Eve Teasing,4.0,2024-11-23,20:53,20,BTM Layout,0.45,0.14,0.67,0.67,1
12.957341,77.590257,Pickpocketing,4.6,2023-04-06,19:50,19,Majestic,0.46,0.75,0.73,0.89,0
12.941607,77.582674,Cybercrime,3.0,2023-04-06,10:37,10,Jayanagar,0.76,0.46,0.7,0.42,0
13.114674,77.588659,Chain Snatching,6.9,2023-08-05,12:13,12,Yelahanka,0.55,0.32,0.36,0.59,0
12.951507,77.580319,Robbery,7.0,2024-11-29,00:50,0,Majestic,0.79,0.05,0.66,0.85,1
12.919832,77.602919,Theft,3.8,2023-01-01,01:10,1,BTM Layout,0.99,0.43,1.0,0.92,1
12.964107,77.579055,Vehicle Theft,5.0,2023-09-14,23:05,23,Chickpet,0.17,0.66,0.68,0.15,1
12.986311,77.579855,Vehicle Theft,5.0,2024-12-21,07:27,7,Chickpet,0.19,0.21,0.17,0.63,0
12.978781,77.580979,Drug Offense,7.1,2023-05-04,00:00,0,Chickpet,0.99,0.42,0.22,0.16,1
12.900534,77.613482,Pickpocketing,2.9,2023-11-03,08:06,8,Bannerghatta Road,0.22,0.77,0.78,0.22,0
12.942924,77.574232,Robbery,7.8,2023-06-18,01:00,1,Jayanagar,0.5,0.72,0.67,0.24,1
12.988487,77.634346,Pickpocketing,2.7,2023-04-13,17:55,17,Domlur,0.23,0.12,0.76,0.42,0
13.075373,77.570021,Pickpocketing,2.8,2023-03-28,09:15,9,Yelahanka,0.32,0.6,0.75,0.36,0
13.029497,77.592773,Theft,3.2,2024-06-14,21:56,21,Hebbal,0.65,0.19,0.45,0.68,1
12.95442,77.563638,Eve Teasing,5.0,2024-08-31,18:15,18,Chickpet,0.16,0.89,0.11,0.42,0
12.983514,77.600779,Assault,7.3,2024-01-10,02:53,2,Shivajinagar,0.59,0.17,0.52,0.99,1
12.948053,77.646891,Chain Snatching,4.8,2023-02-10,07:00,7,Domlur,0.93,0.95,0.46,0.36,0
12.939581,77.580804,Drug Offense,6.2,2024-10-17,13:44,13,Jayanagar,0.58,0.62,0.35,0.38,0
12.958136,77.574505,Drug Offense,6.0,2024-08-23,04:34,4,Jayanagar,0.67,0.83,0.71,0.16,1
12.918997,77.617487,Pickpocketing,2.7,2024-03-20,07:03,7,BTM Layout,0.2,0.61,0.15,0.7,0
12.875751,77.598609,Robbery,8.1,2023-06-17,02:08,2,Bannerghatta Road,0.55,0.35,0.57,0.84,1
12.907153,77.601768,Vehicle Theft,5.3,2023-10-03,22:47,22,BTM Layout,0.76,0.12,0.91,0.4,1
12.960873,77.746874,Pickpocketing,4.1,2024-08-13,08:16,8,Whitefield,0.66,0.5,0.56,0.15,0
13.05683,77.560355,Vandalism,3.5,2024-08-10,23:16,23,Random Spread,0.71,0.12,0.77,0.1,1
12.976411,77.635928,Theft,3.5,2023-06-03,22:23,22,Indiranagar,0.26,0.96,0.13,0.82,1
12.986841,77.57628,Pickpocketing,4.7,2023-11-24,09:26,9,Shivajinagar,0.34,0.08,0.44,0.55,0
12.886698,77.59997,Theft,5.9,2024-02-15,01:33,1,Bannerghatta Road,0.16,0.47,0.35,0.86,1
13.091408,77.590584,Assault,6.5,2023-10-26,23:00,23,Yelahanka,0.61,0.3,0.66,0.52,1
13.001065,77.566487,Vandalism,3.8,2023-09-09,06:46,6,Rajajinagar,0.24,0.93,0.12,0.59,0
12.956092,77.683529,Theft,4.6,2023-11-11,00:48,0,Marathahalli,0.19,0.53,0.31,0.54,1
12.971509,77.627292,Theft,3.1,2023-02-14,04:45,4,Domlur,0.93,0.9,0.57,0.73,1
12.926918,77.628081,Assault,7.3,2024-06-01,01:05,1,Koramangala,0.22,0.82,0.17,0.61,1
13.048388,77.583347,Pickpocketing,2.9,2023-11-19,04:15,4,Yelahanka,0.93,0.39,0.85,0.39,1
12.891958,77.613162,Cybercrime,3.5,2024-08-21,02:12,2,Bannerghatta Road,0.2,0.11,0.5,0.38,1
12.948648,77.647676,Chain Snatching,5.4,2024-04-19,21:13,21,Indiranagar,0.34,0.12,0.24,0.72,1
13.10946,77.613031,Vandalism,2.2,2023-09-12,00:09,0,Yelahanka,0.97,0.4,0.14,0.37,1
13.106684,77.607125,Robbery,7.4,2024-07-17,00:54,0,Yelahanka,0.32,0.46,0.82,0.23,1
12.862267,77.678909,Theft,2.5,2024-02-15,01:14,1,Electronic City,0.44,0.63,0.68,0.62,1
12.889562,77.604708,Vehicle Theft,6.0,2023-07-22,02:01,2,Bannerghatta Road,0.91,0.44,0.22,0.91,1
12.991827,77.554307,Assault,5.7,2024-08-10,23:03,23,Rajajinagar,0.49,0.72,0.55,0.44,1
12.958536,77.583734,Pickpocketing,2.6,2023-10-14,09:58,9,Chickpet,0.5,0.15,0.65,0.66,0
12.84566,77.680655,Vehicle Theft,3.2,2023-10-14,01:30,1,Electronic City,0.44,0.42,0.68,0.82,1
12.99152,77.544491,Eve Teasing,3.1,2024-01-27,22:50,22,Majestic,0.8,0.36,0.59,0.54,1
12.890009,77.639375,Vandalism,2.4,2023-11-23,01:17,1,Random Spread,0.64,0.03,0.83,0.35,1
12.921727,77.600704,Cybercrime,6.9,2023-04-13,18:14,18,Bannerghatta Road,0.32,0.24,0.58,0.81,0
12.981289,77.599694,Theft,5.4,2024-02-02,07:36,7,Majestic,0.42,0.84,0.86,0.26,0
13.044139,77.50811,Vandalism,2.7,2024-08-28,03:44,3,Random Spread,0.13,0.7,0.95,0.61,1
12.91955,77.586517,Vandalism,2.6,2024-05-17,15:34,15,Jayanagar,0.13,0.06,0.64,0.12,0
12.962782,77.57957,Cybercrime,6.2,2023-12-15,19:12,19,Chickpet,0.75,0.92,0.86,0.39,0
12.917226,77.574652,Theft,2.6,2023-04-24,00:58,0,Bannerghatta Road,0.86,0.86,0.96,0.44,1
12.983408,77.561836,Pickpocketing,3.0,2023-06-11,10:19,10,Majestic,0.76,0.44,0.68,0.54,0
13.004979,77.570116,Assault,8.6,2024-09-20,00:44,0,Majestic,0.81,0.22,0.63,0.26,1
12.947786,77.635509,Vehicle Theft,3.5,2023-01-02,09:08,9,Indiranagar,0.95,0.95,0.45,0.99,0
12.884719,77.462672,Vandalism,3.8,2024-09-18,02:20,2,Random Spread,0.3,0.57,0.94,0.23,1
12.92623,77.62491,Chain Snatching,5.9,2023-04-01,17:10,17,BTM Layout,0.84,0.67,0.76,0.4,0
12.987413,77.589603,Theft,2.3,2023-09-20,20:44,20,Shivajinagar,0.81,0.72,0.14,0.49,1
12.968486,77.625143,Pickpocketing,4.6,2023-12-26,13:31,13,Indiranagar,0.59,0.1,0.53,0.88,0
12.951653,77.568819,Eve Teasing,6.4,2023-10-29,18:51,18,Jayanagar,0.12,0.26,0.19,0.41,0
12.971675,77.636221,Pickpocketing,4.8,2023-04-06,08:35,8,Domlur,0.4,0.99,0.9,0.73,0
12.966478,77.617713,Pickpocketing,4.7,2023-06-10,05:38,5,Shivajinagar,0.15,0.33,0.98,0.47,1
13.108183,77.595966,Drug Offense,5.8,2023-10-16,23:34,23,Yelahanka,0.37,0.1,0.45,0.59,1
12.921641,77.616951,Cybercrime,4.7,2023-10-29,11:00,11,BTM Layout,0.84,0.63,0.53,0.19,0
12.978079,77.760835,Eve Teasing,4.9,2023-04-29,20:05,20,Whitefield,0.38,0.4,0.54,0.69,1
12.902248,77.608135,Chain Snatching,5.1,2024-01-26,18:11,18,Bannerghatta Road,0.43,0.45,0.34,0.52,0
12.951247,77.749004,Eve Teasing,3.6,2024-12-14,18:03,18,Whitefield,0.7,0.09,0.41,0.59,0
12.906354,77.637114,Vandalism,2.8,2024-06-19,22:53,22,BTM Layout,0.48,0.54,0.88,0.53,1
12.905388,77.609886,Eve Teasing,6.6,2023-02-05,18:25,18,BTM Layout,0.55,0.9,0.82,0.71,0
12.91191,77.587711,Vandalism,3.9,2023-06-21,01:11,1,Bannerghatta Road,0.97,0.81,0.21,0.48,1
12.9639,77.57697,Pickpocketing,4.5,2023-09-22,19:09,19,Chickpet,0.39,0.73,0.83,0.18,0
12.968658,77.52767,Drug Offense,5.8,2024-04-14,01:54,1,Majestic,0.93,0.01,0.73,0.63,1
12.914653,77.581096,Pickpocketing,3.7,2024-08-19,09:09,9,Bannerghatta Road,0.78,0.94,0.93,0.61,0
13.086095,77.595684,Chain Snatching,5.0,2024-02-25,17:56,17,Yelahanka,0.34,0.65,0.61,0.53,0
13.017628,77.597184,Robbery,7.8,2024-12-11,22:39,22,Shivajinagar,0.46,0.4,0.89,0.72,1
13.032486,77.597403,Theft,3.5,2023-12-12,08:57,8,Hebbal,0.84,0.3,0.35,0.54,0
12.956108,77.57779,Chain Snatching,4.9,2024-03-29,07:08,7,Chickpet,0.8,0.32,0.76,0.64,0
12.954479,77.573646,Chain Snatching,6.5,2024-05-11,08:58,8,Chickpet,0.78,0.87,0.84,0.56,0
12.975911,77.707696,Robbery,7.2,2024-06-20,02:32,2,Marathahalli,0.89,0.03,0.27,0.85,1
12.93749,77.62397,Theft,5.7,2024-12-22,22:03,22,BTM Layout,0.28,0.37,0.52,0.46,1
13.009416,77.577743,Chain Snatching,5.5,2024-04-01,07:23,7,Majestic,0.26,0.87,0.63,0.41,0
13.114028,77.605928,Robbery,8.5,2023-04-03,08:47,8,Yelahanka,0.36,0.39,0.25,0.62,0
12.968989,77.589652,Eve Teasing,5.7,2023-10-03,20:14,20,Chickpet,0.69,0.51,0.88,0.97,1
12.878404,77.649173,Theft,2.7,2023-01-09,20:41,20,Electronic City,0.3,0.61,0.95,0.74,1
12.952818,77.700577,Vehicle Theft,4.0,2023-09-16,00:54,0,Marathahalli,0.3,0.3,0.57,0.66,1
12.965074,77.56259,Vandalism,3.9,2024-01-19,02:42,2,Majestic,0.61,0.59,0.35,0.72,1
13.085126,77.588461,Cybercrime,4.3,2023-10-11,08:40,8,Yelahanka,0.34,0.71,0.9,0.37,0
12.969362,77.788461,Robbery,6.2,2024-09-06,22:57,22,Whitefield,0.46,0.32,0.23,0.12,1
12.943235,77.709907,Cybercrime,4.7,2024-02-02,08:58,8,Marathahalli,0.76,0.58,1.0,0.83,0
12.97388,77.601802,Assault,7.1,2024-05-02,07:43,7,Random Spread,0.92,0.67,0.56,0.86,0
12.908966,77.613274,Drug Offense,5.4,2023-09-22,21:30,21,BTM Layout,0.75,0.56,0.92,0.95,1
12.972167,77.541265,Assault,5.9,2023-11-11,07:22,7,Majestic,0.48,0.89,0.43,0.63,0
13.114593,77.609497,Cybercrime,6.5,2024-08-20,15:03,15,Yelahanka,0.62,0.62,0.52,0.28,0
12.946191,77.621128,Chain Snatching,4.9,2023-02-25,12:33,12,Domlur,0.88,0.15,0.99,0.41,0
12.877892,77.714704,Vandalism,2.6,2023-07-04,14:09,14,Random Spread,0.8,0.49,0.67,0.26,0
13.05198,77.596422,Theft,5.0,2023-06-22,21:13,21,Hebbal,0.62,0.16,0.81,0.8,1
12.972772,77.544954,Robbery,7.2,2024-05-03,02:27,2,Rajajinagar,0.44,0.04,0.28,0.44,1
12.921448,77.618201,Theft,2.1,2023-01-05,16:12,16,Bannerghatta Road,0.66,0.25,0.72,0.41,0
13.041824,77.586716,Robbery,6.9,2023-03-08,01:37,1,Hebbal,0.84,0.3,0.36,0.76,1
12.986846,77.543669,Vandalism,3.4,2023-05-18,01:56,1,Rajajinagar,0.41,0.9,0.42,0.27,1
12.991028,77.577111,Pickpocketing,5.0,2023-08-05,09:46,9,Random Spread,0.76,0.59,0.25,0.43,0
12.943898,77.61857,Theft,5.1,2024-09-30,00:16,0,Koramangala,0.14,0.99,0.7,0.69,1
12.899449,77.628263,Theft,3.8,2023-05-07,19:26,19,Koramangala,0.59,0.47,0.24,0.73,0
12.893863,77.580705,Theft,4.6,2023-10-04,00:06,0,Bannerghatta Road,0.66,0.7,0.48,0.91,1
13.020038,77.519854,Drug Offense,5.3,2023-04-19,03:18,3,Random Spread,0.55,0.61,0.8,0.85,1
12.96142,77.581805,Eve Teasing,3.6,2024-07-15,21:18,21,Chickpet,0.55,0.21,0.94,0.4,1
12.878246,77.578256,Theft,2.4,2024-08-10,19:58,19,Random Spread,0.7,0.15,0.18,0.56,0
12.978183,77.548206,Chain Snatching,5.4,2023-10-31,20:14,20,Majestic,0.34,0.05,0.83,0.89,1
12.96413,77.593338,Vehicle Theft,5.2,2023-04-08,23:27,23,Chickpet,0.87,0.89,0.11,0.22,1
13.005011,77.609403,Robbery,6.8,2023-04-06,00:39,0,Shivajinagar,0.44,0.34,0.2,0.46,1
12.929206,77.628438,Cybercrime,6.4,2024-03-07,12:44,12,BTM Layout,0.68,0.8,0.2,0.73,0
12.941311,77.631381,Theft,3.7,2024-08-27,05:06,5,Koramangala,0.53,0.57,0.49,0.65,1
12.89475,77.603196,Assault,8.5,2023-05-14,02:43,2,Bannerghatta Road,0.53,0.49,0.9,0.5,1
12.975511,77.57063,Chain Snatching,6.1,2024-11-25,17:00,17,Majestic,0.57,0.74,0.75,0.3,0
12.956874,77.679506,Assault,7.5,2024-03-19,01:44,1,Marathahalli,0.7,0.25,0.41,0.71,1
12.926901,77.555825,Pickpocketing,5.0,2023-02-25,18:57,18,Jayanagar,0.11,0.93,0.56,0.52,0
12.979308,77.579446,Cybercrime,5.0,2023-09-04,02:48,2,Majestic,0.4,0.28,0.56,0.6,1
13.11557,77.552956,Pickpocketing,3.4,2024-08-09,09:05,9,Yelahanka,0.5,0.86,0.5,0.21,0
12.921262,77.630954,Cybercrime,4.6,2023-02-06,00:06,0,Koramangala,0.6,0.0,0.18,0.64,1
12.996747,77.552582,Vandalism,2.4,2024-11-18,02:35,2,Majestic,0.51,0.34,0.84,0.83,1
12.920649,77.600339,Cybercrime,4.9,2024-11-03,19:38,19,BTM Layout,0.43,0.45,0.19,0.69,0
12.932149,77.627979,Theft,5.9,2023-10-26,01:40,1,Koramangala,0.59,0.37,0.2,0.91,1
12.971168,77.669248,Cybercrime,5.9,2023-04-20,22:47,22,Indiranagar,0.33,0.2,0.21,0.87,1
12.902316,77.61326,Eve Teasing,4.4,2024-02-29,19:45,19,Bannerghatta Road,0.14,0.63,0.7,0.21,0
12.980356,77.579386,Cybercrime,3.5,2024-05-25,18:32,18,Majestic,0.1,0.74,0.6,0.49,0
12.980542,77.625198,Vandalism,3.8,2023-07-01,02:49,2,Indiranagar,0.72,0.17,0.83,0.19,1
12.95164,77.64226,Vandalism,3.8,2024-03-04,00:32,0,Domlur,0.98,0.92,0.79,0.35,1
12.970702,77.645803,Assault,5.5,2024-02-27,14:51,14,Indiranagar,0.64,0.89,0.56,0.86,0
13.105709,77.617928,Drug Offense,7.8,2024-10-09,22:47,22,Yelahanka,0.3,0.21,0.74,0.72,1
13.032138,77.611461,Robbery,7.5,2024-12-11,20:11,20,Hebbal,0.67,0.71,0.78,0.61,1
12.98111,77.584709,Vandalism,2.8,2024-06-30,03:45,3,Chickpet,0.36,0.85,0.83,0.57,1
12.964444,77.774663,Theft,2.2,2023-10-01,19:42,19,Whitefield,0.78,0.16,0.36,0.33,0
12.847128,77.643741,Theft,5.0,2023-02-03,09:13,9,Electronic City,0.42,0.45,0.65,0.71,0
12.957067,77.545379,Drug Offense,6.7,2023-09-01,23:41,23,Majestic,0.56,0.8,0.73,0.72,1
12.950278,77.657331,Theft,5.8,2024-12-02,12:26,12,Domlur,0.38,0.55,0.11,0.33,0
12.924977,77.603331,Vandalism,2.5,2024-10-10,14:53,14,Koramangala,0.73,0.65,0.78,0.59,0
12.986376,77.587698,Vandalism,2.6,2023-07-01,03:12,3,Shivajinagar,0.99,0.07,0.97,0.76,1
12.961966,77.672734,Chain Snatching,5.7,2023-05-14,18:17,18,Indiranagar,0.24,0.85,0.11,0.52,0
12.96161,77.652213,Robbery,6.2,2024-10-02,23:38,23,Domlur,0.65,0.66,0.54,0.62,1
12.912967,77.598174,Assault,7.1,2023-07-08,01:20,1,Koramangala,0.57,0.79,0.24,0.59,1
12.934229,77.608377,Pickpocketing,2.6,2023-12-06,09:56,9,Bannerghatta Road,0.4,0.29,0.96,0.66,0
12.980506,77.765261,Cybercrime,3.5,2023-12-21,20:00,20,Whitefield,0.5,0.9,0.65,0.66,1
12.922262,77.589289,Theft,5.7,2023-04-27,10:24,10,Jayanagar,0.45,0.54,0.35,0.92,0
12.915244,77.579871,Assault,6.9,2023-10-31,00:28,0,Jayanagar,0.91,0.19,0.56,0.95,1
12.921271,77.608752,Robbery,6.0,2023-03-09,17:34,17,Koramangala,0.29,0.63,0.29,0.72,0
12.969839,77.595396,Chain Snatching,6.6,2024-03-21,21:44,21,Chickpet,0.68,0.94,0.77,0.24,1
12.987189,77.58735,Cybercrime,3.3,2023-07-02,01:05,1,Chickpet,0.81,0.56,0.62,0.3,1
12.970245,77.594355,Vehicle Theft,4.2,2023-11-20,00:40,0,Shivajinagar,0.12,0.67,0.58,0.68,1
12.901962,77.618366,Vandalism,2.1,2023-03-16,03:37,3,BTM Layout,0.42,0.5,0.36,0.72,1
12.948877,77.702536,Vandalism,2.8,2024-11-07,01:24,1,Marathahalli,0.13,0.16,0.3,0.77,1
12.982856,77.695823,Drug Offense,7.0,2024-10-25,22:19,22,Marathahalli,0.44,0.95,0.6,0.6,1
12.961229,77.6898,Chain Snatching,5.2,2024-07-14,19:38,19,Marathahalli,0.95,0.3,0.77,0.91,0
12.942686,77.589176,Assault,7.1,2023-06-14,01:54,1,Jayanagar,0.27,0.62,0.33,0.2,1
12.984874,77.543782,Vandalism,3.3,2023-03-16,17:29,17,Rajajinagar,0.36,0.07,0.19,0.75,0
12.916541,77.592986,Cybercrime,5.7,2023-08-29,11:08,11,Bannerghatta Road,0.19,0.62,0.91,0.39,0
12.97783,77.543392,Cybercrime,5.8,2023-06-06,21:19,21,Rajajinagar,0.61,0.36,0.38,0.49,1
12.984252,77.739812,Theft,4.8,2024-10-18,01:14,1,Whitefield,0.49,0.84,0.22,0.76,1
12.952818,77.642048,Cybercrime,4.2,2024-07-18,11:49,11,Domlur,0.2,0.65,0.17,0.35,0
12.93264,77.578933,Robbery,8.2,2024-10-03,06:16,6,Bannerghatta Road,0.17,0.08,0.12,0.56,0
12.926007,77.616307,Theft,5.1,2023-08-06,18:25,18,BTM Layout,0.92,0.55,0.59,1.0,0
13.001144,77.620228,Cybercrime,4.6,2024-08-26,04:23,4,Shivajinagar,0.76,0.29,0.52,0.56,1
12.949623,77.673813,Pickpocketing,2.7,2024-09-20,08:42,8,Marathahalli,0.72,0.76,0.23,0.24,0
12.904016,77.597469,Vandalism,3.9,2024-05-10,21:55,21,Bannerghatta Road,0.95,0.04,0.79,0.31,1
12.904445,77.634687,Vehicle Theft,3.6,2024-01-05,21:42,21,BTM Layout,0.45,0.92,0.89,0.14,1
12.972617,77.651949,Assault,8.3,2023-09-27,00:40,0,Domlur,0.62,0.57,0.44,0.44,1
13.005739,77.692304,Vandalism,2.5,2023-08-17,02:33,2,Random Spread,0.56,0.35,0.88,0.54,1
12.968589,77.587542,Cybercrime,6.5,2024-03-26,00:32,0,Shivajinagar,0.25,0.08,0.68,0.29,1
12.967943,77.56729,Robbery,8.5,2024-11-07,01:45,1,Chickpet,0.31,0.81,0.75,0.53,1
12.965607,77.583925,Cybercrime,5.6,2024-02-25,18:10,18,Majestic,0.12,0.04,0.62,0.25,0
12.964725,77.71127,Drug Offense,5.5,2023-07-04,22:03,22,Marathahalli,0.56,0.41,0.97,0.67,1
12.939166,77.676131,Vehicle Theft,4.8,2024-04-27,06:28,6,Marathahalli,0.88,0.17,0.85,0.64,0
12.995016,77.647066,Vandalism,3.3,2023-09-28,05:39,5,Indiranagar,0.25,0.69,0.93,0.64,1
12.936743,77.613606,Chain Snatching,4.3,2023-07-27,18:08,18,Koramangala,0.57,0.91,0.72,0.84,0
12.933343,77.570911,Vandalism,3.2,2023-02-09,01:57,1,Jayanagar,0.89,0.53,0.78,0.18,1
12.902776,77.611319,Robbery,6.0,2024-11-25,17:52,17,BTM Layout,0.68,0.52,0.43,0.14,0
12.923432,77.644277,Drug Offense,7.3,2023-12-25,03:50,3,Koramangala,0.63,0.74,0.79,0.73,1
12.964125,77.6215,Chain Snatching,6.3,2023-03-27,17:30,17,Indiranagar,0.35,0.88,0.47,0.27,0
12.934696,77.612226,Theft,2.0,2024-11-01,19:33,19,BTM Layout,0.28,0.8,0.47,0.2,0
12.946364,77.700931,Pickpocketing,4.6,2024-03-09,08:16,8,Marathahalli,0.61,0.61,0.99,0.46,0
12.972204,77.747156,Eve Teasing,3.7,2024-07-26,22:30,22,Whitefield,0.6,0.25,0.38,0.41,1
12.950529,77.733885,Pickpocketing,4.2,2024-04-02,21:07,21,Whitefield,0.8,0.95,0.19,0.56,1
12.943629,77.583904,Assault,7.7,2023-02-23,19:44,19,Chickpet,0.24,0.96,0.1,0.18,0
12.986769,77.625123,Robbery,6.3,2023-09-27,01:27,1,Domlur,0.3,0.08,0.13,0.45,1
12.958997,77.711354,Pickpocketing,4.1,2024-09-03,18:18,18,Marathahalli,0.15,0.77,0.26,0.54,0
12.948509,77.622438,Theft,5.2,2023-10-20,00:59,0,Random Spread,0.28,0.78,0.56,0.73,1
12.926946,77.582416,Vandalism,2.5,2023-01-01,22:23,22,Jayanagar,0.98,0.09,0.35,0.46,1
12.967721,77.645895,Pickpocketing,2.0,2024-12-21,09:33,9,Domlur,0.16,0.09,0.36,0.85,0
12.965226,77.567475,Vandalism,3.2,2023-07-19,00:14,0,Chickpet,0.51,0.4,0.1,0.26,1
12.900951,77.629796,Drug Offense,5.9,2023-04-30,21:32,21,BTM Layout,0.82,0.96,0.89,0.83,1
13.036754,77.623082,Vandalism,3.1,2023-09-07,01:24,1,Random Spread,0.78,0.96,0.51,0.51,1
12.953473,77.605598,Vandalism,2.5,2024-01-27,15:07,15,BTM Layout,0.67,0.99,0.71,0.31,0
